id,codigo,descripcion,categoria,subcategoria,medidas,foto,proveedor
LAR6-10,LAR6.10,LAMINA ACRILICO RECT. 6.10,Lamina y cubiertas,Lamina y cubiertas,,LAR6-10.webp,
BPVC2-95M,BPVC2.95M,BAJANTE PVC 2.95M X8CMX6CM,Lamina y cubiertas,Lamina y cubiertas,2.95M 6CM,BPVC2-95M.webp,
BPVC4M,BPVC4M,BAJANTE PVC 4M X8CMX6CM,Lamina y cubiertas,Lamina y cubiertas,4M 6CM,BPVC4M.webp,
CCENTRAL,CCENTRAL,CAIDA CENTRAL PVC 13.50X8.50X10.50X7.5CM,Lamina y cubiertas,Lamina y cubiertas,13.50X8.50X10.50 7.5CM,CCENTRAL.webp,
CAPVC2-95M,CAPVC2.95M,CANAL PVC 2.95M X10.5X8.50X13.20CM,Lamina y cubiertas,Lamina y cubiertas,10.5X8.50X13.20 2.95M 13.20CM,CAPVC2-95M.webp,
CODO-INF-PVC,CODO-INF-PVC,CODO INFERIOR PVC 65° X6.70X9X5X8CM,Lamina y cubiertas,Lamina y cubiertas,6.70X9X5 8CM,CODO-INF-PVC.webp,
COLGANT-PVC,COLGANT-PVC,COLGANTE PVC 13X5CM,Lamina y cubiertas,Lamina y cubiertas,13X5 5CM,COLGANT-PVC.webp,
CONECT-PVC,CONECT-PVC,CONECTOR PVC 13X11X8.5CM,Lamina y cubiertas,Lamina y cubiertas,13X11X8.5 8.5CM,CONECT-PVC.webp,
CONVERT-PVC,CONVERT-PVC,CONVERTIDOR BAJANTE PVC 110MM,Lamina y cubiertas,Lamina y cubiertas,110MM,CONVERT-PVC.webp,
TAPA-C,TAPA-C,JGO. TAPA CANAL PVC 13X11X8.50CM,Herramienta manual,Herramienta manual,13X11X8.50 8.50CM,TAPA-C.webp,
UT105-2-19M,UT105-2.19M,LAMINA TEJA PVC 2.19 MTS T/ESPAÑA,Lamina y cubiertas,Lamina y cubiertas,2.19 MTS,UT105-2-19M.webp,
UT105-3-28M,UT105-3.28M,LAMINA TEJA PVC 3.28 MTS T/ESPAÑA,Lamina y cubiertas,Lamina y cubiertas,3.28 MTS,UT105-3-28M.webp,
UT105-4-38M,UT105-4.38M,LAMINA TEJA PVC 4.38 MTS T/ESPAÑA,Lamina y cubiertas,Lamina y cubiertas,4.38 MTS,UT105-4-38M.webp,
SOPORT-CANAL,SOPORT-CANAL,SOPORTE CANAL PVC 8.50X12X14CM,Lamina y cubiertas,Lamina y cubiertas,8.50X12X14 14CM,SOPORT-CANAL.webp,
TPVC-T,TPVC-T,TAPA/CAPUCHON PVC P/TEJA TERRACOTA,Lamina y cubiertas,Lamina y cubiertas,,TPVC-T.webp,
U-BAJANT,U-BAJANT,UBICADOR (ABRAZADERA)BAJANTE PVC 9X6CM,Lamina y cubiertas,Lamina y cubiertas,9X6 6CM,U-BAJANT.webp,
UNION-BAJANT,UNION-BAJANT,UNION BAJANTE PVC 8.5X3.5X9X7.5,Lamina y cubiertas,Lamina y cubiertas,8.5X3.5X9,UNION-BAJANT.webp,
CLIP-LAM,CLIP LAM,CLIP LAMBRIN (865274),Lámina y cubiertas,POR CLASIFICAR,,CLIP-LAM.webp,
ESQ-8051GP,ESQ-8051GP,"ESQUINERO LAMBRIN INT,GRIS PERLA 2.90 MT(8051)",Herrajes,Soporte y mensula,2.90 MT,ESQ-8051GP.webp,
ESQ-8011NOG,ESQ.8011NOG,"ESQUINERO LAMBRIN INT,NOGAL 2.90 MT(676450)",Herrajes,Soporte y mensula,2.90 MT,ESQ-8011NOG.webp,
ESQ-8018OX,ESQ.8018OX,"ESQUINERO LAMBRIN INT,OXFORD 2.90 MT(766526)",Herrajes,Soporte y mensula,2.90 MT,ESQ-8018OX.webp,
ESQ-8019PINO,ESQ-8019PINO,ESQUINERO LAMBRIN INT.PINO 2.90 MT(775818),Herrajes,Soporte y mensula,2.90 MT,ESQ-8019PINO.webp,
LI14-8051BH,LI14-8051BH,LAMBRIN INT. GRIS PERLA  8051  2.90 MT. (875723),Lámina y cubiertas,POR CLASIFICAR,2.90 MT,LI14-8051BH.webp,
LI14-8011NO,LI14-8011NO,LAMBRIN INT. NOGAL  8011  2.90 MT. (695840),Lámina y cubiertas,POR CLASIFICAR,2.90 MT,LI14-8011NO.webp,
LI14-8018OX,LI14-8018OX,LAMBRIN INT. OXFORD 8018  2.90 MT. (629258),Lámina y cubiertas,POR CLASIFICAR,2.90 MT,LI14-8018OX.webp,
LI14-8019PINO,LI14-8019PINO,LAMBRIN INT. PINO 8019  2.90 MT. (654403),Lámina y cubiertas,POR CLASIFICAR,2.90 MT,LI14-8019PINO.webp,
DUELZ1X-915F,DUELZ1X.915F,DUELA Z. DE 1 X .915 FLOR (13F),Lamina y cubiertas,Lamina y cubiertas,,DUELZ1X-915F.webp,
DUELZ13E,DUELZ13E,DUELA Z. DE 1 X .915 RECT. ESPAÑA (13E),Lamina y cubiertas,Lamina y cubiertas,,DUELZ13E.webp,
DUELZ11X2-00RCH,DUELZ11X2.00RCH,DUELA Z. DE 11 X 2.00 REC. CHAPETON (56.5RCH),Lamina y cubiertas,Lamina y cubiertas,11 X 2.00,DUELZ11X2-00RCH.webp,
DUELZ12X-915CH,DUELZ12X.915CH,DUELA Z. DE 12 X .915 CHAPETON (33CH),Lamina y cubiertas,Lamina y cubiertas,,DUELZ12X-915CH.webp,
DUELZ14X1-83FCH,DUELZ14X1.83FCH,DUELA Z. DE 14 X 1.83 FLOR CHAPETON (56FCH),Lamina y cubiertas,Lamina y cubiertas,14 X 1.83,DUELZ14X1-83FCH.webp,
DUELZ14X1-83RCH,DUELZ14X1.83RCH,DUELA Z. DE 14 X 1.83 REC. CHAPETON (56RCH),Lamina y cubiertas,Lamina y cubiertas,14 X 1.83,DUELZ14X1-83RCH.webp,
DUELZ19X2-44FCH,DUELZ19X2.44FCH,DUELA Z. DE 19 X 2.44 FLOR CHAPETON (78FCH),Lamina y cubiertas,Lamina y cubiertas,19 X 2.44,DUELZ19X2-44FCH.webp,
DUELZ19X2-44RCH,DUELZ19X2.44RCH,DUELA Z. DE 19 X 2.44 REC. CHAPETON (78RCH),Lamina y cubiertas,Lamina y cubiertas,19 X 2.44,DUELZ19X2-44RCH.webp,
DUELZ28X1-83CH,DUELZ28X1.83CH,DUELA Z. DE 28 X 1.83 CHAPETON (76CH),Lamina y cubiertas,Lamina y cubiertas,28 X 1.83,DUELZ28X1-83CH.webp,
DUELZ33MC,DUELZ33MC,DUELA Z. DE 3 X .915 CUA. RECTAN. MARRUECOS(33MC),Lamina y cubiertas,Lamina y cubiertas,,DUELZ33MC.webp,
DUELZ33EC,DUELZ33EC,DUELA Z. DE 3 X .915 CUADRO RECT. ESPAÑA (33EC),Lamina y cubiertas,Lamina y cubiertas,,DUELZ33EC.webp,
DUELZ3X-915FC,DUELZ3X.915FC,DUELA Z. DE 3 X .915 FLOR CUAD. (33FC),Lamina y cubiertas,Lamina y cubiertas,,DUELZ3X-915FC.webp,
DUELZ3X-915FR,DUELZ3X.915FR,DUELA Z. DE 3 X .915 FLOR REDONDA (33FO),Lamina y cubiertas,Lamina y cubiertas,,DUELZ3X-915FR.webp,
DUELZ3X1-83F,DUELZ3X1.83F,DUELA Z. DE 3 X 1.83 FLOR (36F),Lamina y cubiertas,Lamina y cubiertas,3 X 1.83,DUELZ3X1-83F.webp,
DUELZ36E,DUELZ36E,DUELA Z. DE 3 X 1.83 RECT. ESPAÑA (36E),Lamina y cubiertas,Lamina y cubiertas,3 X 1.83,DUELZ36E.webp,
DUELZ36X2-44CH,DUELZ36X2.44CH,DUELA Z. DE 36 X 2.44 CHAPETON (98CH),Lamina y cubiertas,Lamina y cubiertas,36 X 2.44,DUELZ36X2-44CH.webp,
DUELZ43M,DUELZ43M,DUELA Z. DE 4 X .915 CUADRO MARRUECOS (43M),Lamina y cubiertas,Lamina y cubiertas,43M,DUELZ43M.webp,
DUELZ48X3-05CH,DUELZ48X3.05CH,DUELA Z. DE 48 X 3.05 CHAPETON (1210CH),Lamina y cubiertas,Lamina y cubiertas,48 X 3.05,DUELZ48X3-05CH.webp,
DUELZ5X2-4458F,DUELZ5X2.4458F,DUELA Z. DE 5 X  2.44 FLOR (58F),Lamina y cubiertas,Lamina y cubiertas,5 X 2.44,DUELZ5X2-4458F.webp,
DUELZ56MC,DUELZ56MC,DUELA Z. DE 5 X 1.83 CUA. RECTAN. MARRUECOS (56MC),Lamina y cubiertas,Lamina y cubiertas,5 X 1.83,DUELZ56MC.webp,
DUEL56EC,DUEL56EC,DUELA Z. DE 5 X 1.83 CUADRO RECT. ESPAÑA  (56EC),Lamina y cubiertas,Lamina y cubiertas,5 X 1.83,DUEL56EC.webp,
DUELZ5X1-83FC,DUELZ5X1.83FC,DUELA Z. DE 5 X 1.83 FLOR CUAD. (56FC),Lamina y cubiertas,Lamina y cubiertas,5 X 1.83,DUELZ5X1-83FC.webp,
DUELZ5X1-83FO,DUELZ5X1.83FO,DUELA Z. DE 5 X 1.83 FLOR REDONDA (56FO),Lamina y cubiertas,Lamina y cubiertas,5 X 1.83,DUELZ5X1-83FO.webp,
DUELZ7X2-44FC,DUELZ7X2.44FC,DUELA Z. DE 7 X 2.44 FLOR CUAD. (78FC),Lamina y cubiertas,Lamina y cubiertas,7 X 2.44,DUELZ7X2-44FC.webp,
DUELZ86M,DUELZ86M,DUELA Z. DE 8 X 1.83 CUADRO MARRUECOS (86M),Lamina y cubiertas,Lamina y cubiertas,8 X 1.83 86M,DUELZ86M.webp,
DUELZ9X-915FCH,DUELZ9X.915FCH,DUELA Z. DE 9 X .915 FLOR CHAPETON (33FCH),Lamina y cubiertas,Lamina y cubiertas,,DUELZ9X-915FCH.webp,
DUELZ9X-915RECH,DUELZ9X.915RECH,DUELA Z. DE 9 X .915 REC. CHAPETON (33RCH),Lamina y cubiertas,Lamina y cubiertas,,DUELZ9X-915RECH.webp,
DUELZ9X3-05FC,DUELZ9X3.05FC,DUELA Z. DE 9 x 3.05 FLOR CUAD. (910FC),Lamina y cubiertas,Lamina y cubiertas,9 X 3.05,DUELZ9X3-05FC.webp,
DUEL9X3-05RECH,DUEL9X3.05RECH,DUELA Z. DE 9 X 3.05 RECT. CHAPETON (910RCH),Lamina y cubiertas,Lamina y cubiertas,9 X 3.05,DUEL9X3-05RECH.webp,
DUELZ58,DUELZ58,DUELA Z. LISA 5 X 2.44 (58) LAMITEC,Lamina y cubiertas,Lamina y cubiertas,5 X 2.44,DUELZ58.webp,
DUELZ13,DUELZ13,DUELA Z.LISA 1 X .915 (13) LAMITEC,Lamina y cubiertas,Lamina y cubiertas,,DUELZ13.webp,
DUELZ36,DUELZ36,DUELA Z.LISA 3 X 1.83 (36) LAMITEC,Lamina y cubiertas,Lamina y cubiertas,3 X 1.83,DUELZ36.webp,
DUELZ46-5,DUELZ46.5,DUELA Z.LISA 4 X 1.98 (46.50) LAMITEC,Lamina y cubiertas,Lamina y cubiertas,4 X 1.98,DUELZ46-5.webp,
DUELZ48,DUELZ48,DUELA Z.LISA 4 X 2.44 (48) LAMITEC,Lamina y cubiertas,Lamina y cubiertas,4 X 2.44,DUELZ48.webp,
DUELZ610,DUELZ610,DUELA Z.LISA 6 X 3.05 (610) LAMITEC,Lamina y cubiertas,Lamina y cubiertas,6 X 3.05,DUELZ610.webp,
DT100-065,DT100-065,DUELA ZINTRO 10 CM X 2 MTS (100-065),Lamina y cubiertas,Lamina y cubiertas,10 CM 2 MTS,DT100-065.webp,
DT100-100,DT100-100,DUELA ZINTRO 10 CM X 3.05 MTS (100-100),Lamina y cubiertas,Lamina y cubiertas,10 CM 3.05 MTS,DT100-100.webp,
DT20-065,DT20-065,DUELA ZINTRO 2 CM X 2 MTS (20-065),Lamina y cubiertas,Lamina y cubiertas,2 CM 2 MTS,DT20-065.webp,
DLG-AL080,DLG-AL080,DUELA ZINTRO 2.44 ALUM. (AL-8),Lamina y cubiertas,Lamina y cubiertas,,DLG-AL080.webp,
DLG-AL100,DLG-AL100,DUELA ZINTRO 3.05 ALUM. (AL-10),Lamina y cubiertas,Lamina y cubiertas,,DLG-AL100.webp,
DT40-065,DT40-065,DUELA ZINTRO 4 CM X 2 MTS (40-065),Lamina y cubiertas,Lamina y cubiertas,4 CM 2 MTS,DT40-065.webp,
DT40-100,DT40-100,DUELA ZINTRO 4 CM X 3.05 MTS (40-100),Lamina y cubiertas,Lamina y cubiertas,4 CM 3.05 MTS,DT40-100.webp,
DT060-065,DT060-065,DUELA ZINTRO 6 CM X 2 MTS (060-065),Lamina y cubiertas,Lamina y cubiertas,6 CM 2 MTS,DT060-065.webp,
DT060-100,DT060-100,DUELA ZINTRO 6 CM X 3.05 MTS (060-100),Lamina y cubiertas,Lamina y cubiertas,6 CM 3.05 MTS,DT060-100.webp,
DT80-065,DT80-065,DUELA ZINTRO 8 CM X 2 MTS. (80-065),Lamina y cubiertas,Lamina y cubiertas,8 CM 2 MTS,DT80-065.webp,
DT080-100,DT080-100,DUELA ZINTRO 8 CM X 3.05 MTS (080-100),Lamina y cubiertas,Lamina y cubiertas,8 CM 3.05 MTS,DT080-100.webp,
DUELZ86,DUELZ86,DUELA ZINTRO 8 X 1.83 SQ (86) LAMITEC,Lamina y cubiertas,Lamina y cubiertas,8 X 1.83,DUELZ86.webp,
DUELZ96-5,DUELZ96.5,DUELA ZINTRO 9 X 1.98 SQ  (96.5)LAMITEC,Lamina y cubiertas,Lamina y cubiertas,9 X 1.98,DUELZ96-5.webp,
DUELZ118,DUELZ118,DUELA ZINTRO DE 11 X 2.44 SQ(118)LAMITEC,Lamina y cubiertas,Lamina y cubiertas,11 X 2.44,DUELZ118.webp,
DUELZ1410,DUELZ1410,DUELA ZINTRO DE 14 X 3.05 SQ(1410) LAMITEC,Lamina y cubiertas,Lamina y cubiertas,14 X 3.05,DUELZ1410.webp,
DUELZ33,DUELZ33,DUELA ZINTRO DE 3 X 91.5 CB (33)LAMITEC,Lamina y cubiertas,Lamina y cubiertas,3 X 91.5,DUELZ33.webp,
DUELZ43,DUELZ43,DUELA ZINTRO DE 4 X .91 SQ (43) LAMITEC,Lamina y cubiertas,Lamina y cubiertas,,DUELZ43.webp,
DUEZ5X1-22SQ,DUEZ5X1.22SQ,DUELA ZINTRO DE 5 X 1.22 SQ ( 54 ),Lamina y cubiertas,Lamina y cubiertas,5 X 1.22,DUEZ5X1-22SQ.webp,
DUELZ56,DUELZ56,DUELA ZINTRO DE 5 X 1.83 CB (56) LAMITEC,Lamina y cubiertas,Lamina y cubiertas,5 X 1.83,DUELZ56.webp,
DUELZ560,DUELZ560,DUELA ZINTRO DE 5 X 1.83 RED. COMB. (560) LAMITEC,Lamina y cubiertas,Lamina y cubiertas,5 X 1.83,DUELZ560.webp,
DUELZ56-5,DUELZ56.5,DUELA ZINTRO DE 5 X 1.98 CB (56.5)LAMITEC,Lamina y cubiertas,Lamina y cubiertas,5 X 1.98,DUELZ56-5.webp,
DUELZ56-50,DUELZ56.50,DUELA ZINTRO DE 5 X 1.98 RED. COMB. (56.50)LAMITEC,Lamina y cubiertas,Lamina y cubiertas,5 X 1.98,DUELZ56-50.webp,
DUELZ78,DUELZ78,DUELA ZINTRO DE 7 X 2.44 CB (78) LAMITEC,Lamina y cubiertas,Lamina y cubiertas,7 X 2.44,DUELZ78.webp,
DUELZ780,DUELZ780,DUELA ZINTRO DE 7 X 2.44 RED. COMB. (780) LAMITEC,Lamina y cubiertas,Lamina y cubiertas,7 X 2.44,DUELZ780.webp,
DUELZ96-50,DUELZ96.50,DUELA ZINTRO DE 9 X 1.98 REDONDA (96.50)LAMITEC,Lamina y cubiertas,Lamina y cubiertas,9 X 1.98,DUELZ96-50.webp,
DUELZ910,DUELZ910,DUELA ZINTRO DE 9 X 3.05 CB (910)LAMITEC,Lamina y cubiertas,Lamina y cubiertas,9 X 3.05,DUELZ910.webp,
DUELZ9100,DUELZ9100,DUELA ZINTRO DE 9 X 3.05 RED.COMB. (9100)LAMITEC,Lamina y cubiertas,Lamina y cubiertas,9 X 3.05,DUELZ9100.webp,
CABLE1-0,CABLE1/0,CABLE 1/0 ( CODIGO RF54962),Electrico e iluminacion,Electrico e iluminacion,1/0,CABLE1-0.webp,
CABLE2,CABLE2,CABLE 2 (CODIGO WT53778-1),Electrico e iluminacion,Electrico e iluminacion,,CABLE2.webp,
CARE300,CARE300,CARETA ELECTRONICA TRIBAL HOOD 9-13(RF55300-2)ROJA,Seguridad (EPP),Seguridad (EPP),,CARE300.webp,
ANTGEL,ANTGEL,GEL ANTICHISPAS,Pintura y químicos,POR CLASIFICAR,,ANTGEL.webp,
ANTGEL400GRS,ANTGEL400GRS,GEL ANTICHISPAS 400 GRS ( RF500919),Pintura y químicos,POR CLASIFICAR,,ANTGEL400GRS.webp,
GIS,GIS,GIS (WT52895),Soldadura (consumibles),POR CLASIFICAR,,GIS.webp,
GUAARGO,GUAARGO,GUANTE DE CARNAZA ARGONERO(RF500926),Seguridad (EPP),Seguridad (EPP),,GUAARGO.webp,
PLASOL180,PLASOL180,PLANTA DE SOLDAR LINCOLN 180 AMPS,Herramienta electrica,Herramienta electrica,,PLASOL180.webp,
K2707-2,K2707-2,PLANTA P/SOLD. Y GEN. OUTBACK 145 LINCOLN  NO.SERI,Herramienta electrica,Herramienta electrica,,K2707-2.webp,
PLASOLAC225,PLASOLAC225,PLANTA P/SOLD.AC 225 GLM LINCOLN,Herramienta electrica,Herramienta electrica,,PLASOLAC225.webp,
PLASOLEM140,PLASOLEM140,PLANTA P/SOLD.P/MICROALAMBRE  EASY MIG 140 LINCOLN,Herramienta electrica,Herramienta electrica,,PLASOLEM140.webp,
PLASOL150,PLASOL150,PLANTA P/SOLDAR LINCONL 150 AMP,Herramienta electrica,Herramienta electrica,,PLASOL150.webp,
PGIS,PGIS,PORTA GIS WYP-400-1 CON GIS (WT52895),Soldadura (consumibles),POR CLASIFICAR,,PGIS.webp,
PEREDF250,PEREDF250,PORTAELECTRODO DE 250 AMP. RED FORCE(RF55617),Soldadura y abrasivos,Soldadura (consumibles),,PEREDF250.webp,
PEREDF300UR,PEREDF300UR,PORTAELECTRODO DE 300 AMP. RED FORCE(WT52881),Soldadura y abrasivos,Soldadura (consumibles),,PEREDF300UR.webp,
PEREDF300,PEREDF300,PORTAELECTRODO DE 300 AMP. RED FORCE(WT53867),Soldadura y abrasivos,Soldadura (consumibles),,PEREDF300.webp,
PM36KG,PM36KG,POSICIONADOR MAGNETICO 36 KGS.(WT53880),Soldadura (consumibles),POR CLASIFICAR,,PM36KG.webp,
SOLLICON,SOLLICON,SOLD. MICROALAMBRE 0.035(4.54KG/10LB) LINCOLN,Soldadura y abrasivos,Soldadura (consumibles),,SOLLICON.webp,
SOLLIN15K,SOLLIN15K,SOLD.LINCOLN  MICRO A. .035 15 KGS.,Soldadura,POR CLASIFICAR,,SOLLIN15K.webp,
SOLLIN1LBT-030,SOLLIN1LBT.030,SOLD.MICRO A.TUB.  .030 (1 LB/  .454 KGS)LINCOLN,Soldadura,POR CLASIFICAR,,SOLLIN1LBT-030.webp,
SOLLIN1LBT,SOLLIN1LBT,SOLD.MICRO A.TUB.  .035 (1 LB/  .454 KGS)LINCOLN,Soldadura,POR CLASIFICAR,,SOLLIN1LBT.webp,
SOLLIN6013,SOLLIN6013,SOLDADURA 6013 1/8 LINCOLN,Soldadura y abrasivos,Soldadura (consumibles),1/8,SOLLIN6013.webp,
SOLLIN3-32,SOLLIN3/32,SOLDADURA 6013 3/32 LINCOLN,Soldadura y abrasivos,Soldadura (consumibles),3/32,SOLLIN3-32.webp,
SOLIN7018,SOLIN7018,SOLDADURA 7018 1/8 LINCOLN (55008),Soldadura y abrasivos,Soldadura (consumibles),1/8,SOLIN7018.webp,
TT300REDFFB,TT300REDFFB,TENAZA P/TIERRA 300 AMP. RED FORCE FB(WT53817),Herramienta manual,Herramienta manual,,TT300REDFFB.webp,
TT300REDF,TT300REDF,TENAZA P/TIERRA 300 AMP. RED FORCE(WT53870),Herramienta manual,Herramienta manual,,TT300REDF.webp,
TT500REDF,TT500REDF,TENAZA P/TIERRA 500 AMP. RED FORCE(WT53869),Herramienta manual,Herramienta manual,,TT500REDF.webp,
ZAPP-C2-0,ZAPP/C2/0,ZAPATA P/CABLE  2/0 RED FORCE (WT53772),Electrico e iluminacion,Electrico e iluminacion,2/0,ZAPP-C2-0.webp,
SOLIN7018-5-32,SOLIN7018-5/32,"SOLDADURA 7018 5/32""",Soldadura y abrasivos,Soldadura (consumibles),"7018 5/32"" 5/32",SOLIN7018-5-32.webp,
MEDE1522,MEDE1522,METAL DESPLEGADO 15-22 3` ( 91 CM ),Lamina y cubiertas,Lamina y cubiertas,91 CM,MEDE1522.webp,
MEDE1920,MEDE1920,METAL DESPLEGADO 19-20 3' ( .91 CM.),Lamina y cubiertas,Lamina y cubiertas,91 CM,MEDE1920.webp,
MEDE2018,MEDE2018,METAL DESPLEGADO 20-18 3' ( .91 CM),Lamina y cubiertas,Lamina y cubiertas,91 CM,MEDE2018.webp,
MEDE42018,MEDE42018,"METAL DESPLEGADO 20-18 4"" (1.20 MTS)",Lamina y cubiertas,Lamina y cubiertas,"18 4"" 1.20 MTS",MEDE42018.webp,
MEDE2116,MEDE2116,METAL DESPLEGADO 21-16 3' ( .91 CM),Lamina y cubiertas,Lamina y cubiertas,91 CM,MEDE2116.webp,
MEDE42116,MEDE42116,METAL DESPLEGADO 21-16 4' ( 1.20 CM),Lamina y cubiertas,Lamina y cubiertas,1.20 CM,MEDE42116.webp,
MEDE43220,MEDE43220,"METAL DESPLEGADO 32-20 4"" (1.20)",Lamina y cubiertas,Lamina y cubiertas,"20 4""",MEDE43220.webp,
MEDE3416,MEDE3416,METAL DESPLEGADO 34-16 3' (  .91CM),Lamina y cubiertas,Lamina y cubiertas,91CM,MEDE3416.webp,
MEDE43416,MEDE43416,METAL DESPLEGADO 34-16 4' (1.20 MTS),Lamina y cubiertas,Lamina y cubiertas,1.20 MTS,MEDE43416.webp,
MEDE3914,MEDE3914,METAL DESPLEGADO 39-14 3' (  .91 CM),Lamina y cubiertas,Lamina y cubiertas,91 CM,MEDE3914.webp,
MEDE43914,MEDE43914,METAL DESPLEGADO 39-14 4' (  1.22 MT),Lamina y cubiertas,Lamina y cubiertas,1.22 MT,MEDE43914.webp,
MEDE4012,MEDE4012,METAL DESPLEGADO 40-12 3' ( .91 CM),Lamina y cubiertas,Lamina y cubiertas,91 CM,MEDE4012.webp,
MEDE44012,MEDE44012,METAL DESPLEGADO 40-12 4' (1.20 MTS),Lamina y cubiertas,Lamina y cubiertas,1.20 MTS,MEDE44012.webp,
MEDE4012L,MEDE4012L,METAL DESPLEGADO 40-12 LIG. 3' ( .91CM),Lamina y cubiertas,Lamina y cubiertas,91CM,MEDE4012L.webp,
MEDE4810,MEDE4810,METAL DESPLEGADO 48-10 3' ( .91CM),Lamina y cubiertas,Lamina y cubiertas,91CM,MEDE4810.webp,
MEDE44810,MEDE44810,METAL DESPLEGADO 48-10 4' (1.20 MTS),Lamina y cubiertas,Lamina y cubiertas,1.20 MTS,MEDE44810.webp,
082A,082A,"REG 1 "" HONGO PLASTICO  (082A)",Tubería y conexiones,Regaton y contera,"1 """,082A.webp,
031A,031A,REG 1 1/2 BARRIL HULE  (031A),Tubería y conexiones,Regaton y contera,1/2,031A.webp,
044A,044A,REG 1 1/2 CUADRADO HULE (044A),Acero (barra y placa),Acero (barra y placa),1/2,044A.webp,
084A,084A,REG 1 1/2 HONGO PLASTICO (084A),Tubería y conexiones,Regaton y contera,1/2,084A.webp,
030A,030A,REG 1 1/4 BARRIL HULE (030A),Tubería y conexiones,Regaton y contera,1/4,030A.webp,
043A,043A,REG 1 1/4 CUADRADO HULE (043A),Acero (barra y placa),Acero (barra y placa),1/4,043A.webp,
083A,083A,REG 1 1/4 HONGO PLASTICO 083A),Tubería y conexiones,Regaton y contera,1/4,083A.webp,
105A,105A,"REG 1"" ANGULO HULE (105A)",Perfiles estructurales,Perfiles estructurales,"1""",105A.webp,
029A,029A,"REG 1"" BARRIL HULE  (029A)",Tubería y conexiones,Regaton y contera,"1""",029A.webp,
038A,038A,"REG 1"" COSTILLA HULE (038A)",Tubería y conexiones,Regaton y contera,"1""",038A.webp,
042A,042A,"REG 1"" CUADRADO HULE  (042A)",Acero (barra y placa),Acero (barra y placa),"1""",042A.webp,
025A,025A,REG 1/2 BARRIL HULE  (025A),Tubería y conexiones,Regaton y contera,1/2,025A.webp,
034A,034A,REG 1/2 COSTILLA HULE  (034A),Tubería y conexiones,Regaton y contera,1/2,034A.webp,
0-958333333333333,0.958333333333333,REG 1/4 BARRIL HULE (023A),Tubería y conexiones,Regaton y contera,1/4,0-958333333333333.webp,
032A,032A,"REG 2"" BARRIL HULE  (032A)",Tubería y conexiones,Regaton y contera,"2""",032A.webp,
045A,045A,"REG 2"" CUADRADO HULE (045A)",Acero (barra y placa),Acero (barra y placa),"2""",045A.webp,
104A,104A,REG 3/4 ANGULO HULE (104A),Perfiles estructurales,Perfiles estructurales,3/4,104A.webp,
102A,102A,REG 3/4 ANGULO PLASTICO (102A),Perfiles estructurales,Perfiles estructurales,3/4,102A.webp,
036A,036A,REG 3/4 COSTILLA HULE (036A),Tubería y conexiones,Regaton y contera,3/4,036A.webp,
040A,040A,REG 3/4 CUADRADO HULE  (040A),Acero (barra y placa),Acero (barra y placa),3/4,040A.webp,
081A,081A,REG 3/4 HONGO PLASTICO  (081A),Tubería y conexiones,Regaton y contera,3/4,081A.webp,
024A,024A,REG 3/8 BARRIL HULE  (024A),Tubería y conexiones,Regaton y contera,3/8,024A.webp,
026A,026A,REG 5/8 BARRIL HULE  (026A),Tubería y conexiones,Regaton y contera,5/8,026A.webp,
027A,027A,REG3/4 BARRIL HULR  (027A),Tubería y conexiones,POR CLASIFICAR,3/4,027A.webp,
300A,300A,TORN NIVEL R 1/4 X L1 BASE REDOND (300A),Herramienta manual,Herramienta manual,1/4,300A.webp,
304A,304A,TORN NIVEL R3/8 X L1 1/2 B. REDON PLANA (304A),Herramienta manual,Herramienta manual,3/8 1/2,304A.webp,
302A,302A,TORN NIVEL R5/16 X L1 1/2 B. REDOND (302A),Herramienta manual,Herramienta manual,5/16 1/2,302A.webp,
301A,301A,TORN NIVEL R5/16 X L1 BASE REDOND (301A),Herramienta manual,Herramienta manual,5/16,301A.webp,
HSS4X41-4-12-20,HSS4X41/4-12.20,"HSS  DE 4"" X 4"" EN 1/4 A 12.20 MTS( 17.73 KG/ML)",Perfiles estructurales,POR CLASIFICAR,"4"" 12.20 MTS 1/4",HSS4X41-4-12-20.webp,
LACT1-22,LACT1.22,LAMINA ACEROTEJA ROJA 1.22 C26,Lamina y cubiertas,Lamina y cubiertas,C26,LACT1-22.webp,
LACT1-83,LACT1.83,LAMINA ACEROTEJA ROJA 1.83 C26,Lamina y cubiertas,Lamina y cubiertas,C26,LACT1-83.webp,
LACT2-44,LACT2.44,LAMINA ACEROTEJA ROJA 2.44 C26,Lamina y cubiertas,Lamina y cubiertas,C26,LACT2-44.webp,
LACT3-05,LACT3.05,LAMINA ACEROTEJA ROJA 3.05 C26,Lamina y cubiertas,Lamina y cubiertas,C26,LACT3-05.webp,
LACT3-66,LACT3.66,LAMINA ACEROTEJA ROJA 3.66 C26,Lamina y cubiertas,Lamina y cubiertas,C26,LACT3-66.webp,
LACT4-27,LACT4.27,LAMINA ACEROTEJA ROJA 4.27 C26,Lamina y cubiertas,Lamina y cubiertas,C26,LACT4-27.webp,
LACT4-88,LACT4.88,LAMINA ACEROTEJA ROJA 4.88 C26,Lamina y cubiertas,Lamina y cubiertas,C26,LACT4-88.webp,
