cod,nom,foto,medida_raw,medida_px,factor,lado_destino,estado,detalle
2744,HOJA LIJA 2744 GRANO 180,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2744-1785152268173.jpg,230 x 280 mm,230.0,0.2896,202,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2744-1785152268173.jpg
2745,HOJA LIJA 2745  GRANO 220,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2745-1785152300916.jpg,230 x 280 mm,230.0,0.2896,202,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2745-1785152300916.jpg
2746,HOJA LIJA 2746  GRANO 240,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2746-1785152306276.jpg,230 x 280 mm,230.0,0.2896,202,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2746-1785152306276.jpg
2747,HOJA LIJA 2747 GRANO 280,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2747-1785152313470.jpg,230 x 280 mm,230.0,0.2896,202,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2747-1785152313470.jpg
2748,HOJA LIJA 2748  GRANO 320,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2748-1785152319767.jpg,230 x 280 mm,230.0,0.2896,202,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2748-1785152319767.jpg
2750,HOJA LIJA 2750 GRANO 400,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2750-1785152325502.jpg,230 x 280 mm,230.0,0.2896,202,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2750-1785152325502.jpg
2752,HOJA LIJA 2752 GRANO 600,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2752-1785152332856.jpg,230 x 280 mm,230.0,0.2896,202,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/2752-1785152332856.jpg
102,"LIMA ROTATIVA 102 1/2""X 1""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/102-1785152919677.webp,"1/2"" X  1""",1.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/102-1785152919677.webp
105,"LIMA ROTATIVA 105  1/4"" X 5/8""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/105-1785153026255.webp,"1/4"" X 5/8""",0.625,0.7906,553,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/105-1785153026255.webp
107,"LIMA ROTATIVA 107 1/2""X 1""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/107-1785153050490.webp,"1/2"" X 1""",1.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/107-1785153050490.webp
120,"LIMA ROTATIVA 120 1/2""X 1""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/120-1785153088870.webp,"1/2"" X 1""",1.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/120-1785153088870.webp
122,"LIMA ROTATIVA 122 1/2""X 1""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/122-1785153144366.webp,"1/2"" X 1""",1.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/122-1785153144366.webp
124,"LIMA ROTATIVA 124 1/2"" X 1""1/8""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/124-1785153166309.webp,"1/2"" X  1"" 1/8""",1.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/124-1785153166309.webp
125,"LIMA ROTATIVA 125 1/2""X 7/8""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/125-1785153203469.webp,"1/2"" X 7/8""",0.875,0.9354,654,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/125-1785153203469.webp
136,"LIMA ROTATIVA 136 1/2"" X 1 1/4""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/136-1785153231919.webp,"1/2"" X 1 1/4""",1.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/136-1785153231919.webp
391,PUNTA MONTADA PARA DESBASTE 391,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/391-1785150136164.jpg,"3/4""x 2 1/2""",2.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/391-1785150136164.jpg
392,PUNTA MONTADA PARA DESBASTE  392,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/392-1785150191396.jpg,"1""X 2 3/4""",2.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/392-1785150191396.jpg
398,PUNTA MONTADA PARA DESBASTE 398,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/398-1785150264485.jpg,"1/4""X 1""",1.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/398-1785150264485.jpg
405,PUNTA MONTADA PARA DESBASTE 405,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/405-1785150317073.jpg,"1 1/2"" X 3/8""",1.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/405-1785150317073.jpg
406,PUNTA MONTADA PARA DESBASTE 406,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/406-1785150353125.jpg,"1 1/4""  X 1/4""",1.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/406-1785150353125.jpg
902,RUEDA FLAP 902 GRANO 80,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/902-1785150400108.jpg,"1"" X  1/2""",1.0,0.5774,404,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/902-1785150400108.jpg
906,RUEDA FLAP 906 GRANO 80,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/906-1785150438915.jpg,"1"" X  1""",1.0,0.5774,404,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/906-1785150438915.jpg
910,RUEDA FLAP 910 GRANO 80,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/910-1785150474497.jpg,"2"" X 1/2""",2.0,0.8165,571,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/910-1785150474497.jpg
919,RUEDA FLAP 919 GRANO 80,919.webp,"2"" X 1""",2.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
923,RUEDA FLAP 923 GRANO 80,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/923-1785150538612.jpg,"3"" X 1/2""",3.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/923-1785150538612.jpg
930,RUEDA FLAP 930 GRANO 80,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/930-1785150574472.jpg,"3"" X 1""",3.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/930-1785150574472.jpg
934,RUEDA FLAP 934 GRANO 80,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/934-1785150597489.jpg,"2"" X  1 1/2""",2.0,0.8165,571,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/934-1785150597489.jpg
A6X38,"ANGULO 1/4 X 1 1/2""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A6X38-1785178972138.webp,"1/4"" X 1 1/2""",1.0,0.5,350,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A6X38-1785178972138.webp
A6X32,"ANGULO 1/4 X 1 1/4""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A6X32-1784665388894.webp,"1 1/4"" 4 X 1 1/4",4.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A6X32-1784665388894.webp
A6X50,"ANGULO 1/4 X 2""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A6X50-1785179303870.webp,"1/4 X 2""",2.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A6X50-1785179303870.webp
A6X100,"ANGULO 1/4 X 4""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A6X100-1785179392276.webp,"4"" 4 X 4 1/4",4.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A6X100-1785179392276.webp
A6X64,"ANGULO 1/4"" X 2"" 1/2",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A6X64-1785179415612.webp,"1/4"" X 2""",2.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A6X64-1785179415612.webp
A5X64,"ANGULO 3/16"" X 2""1/2",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A5X64-1785180427236.webp,"3/16"" X 2""",2.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A5X64-1785180427236.webp
A6X75,"ANGULO 1/4"" X 3""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A6X75-1785179425490.webp,"1/4"" X 3""",3.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A6X75-1785179425490.webp
A3X50L,"ANGULO 1/8"" X 2""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A3X50L-1785179557405.webp,"1/8"" X 2""",2.0,0.8165,571,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A3X50L-1785179557405.webp
A3X19,"ANGULO 1/8"" X 3/4""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A3X19-1785179778273.webp,"1/8"" X 3/4""",0.75,0.5,350,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A3X19-1785179778273.webp
A5X38,"ANGULO 3/16"" X 1 1/2""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A5X38-1785179849640.webp,"3/16"" X 1 1/2""",1.0,0.5774,404,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A5X38-1785179849640.webp
A5X32,"ANGULO 3/16"" X 1 1/4""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A5X32-1785180339375.webp,"3/16"" X 1 1/4""",1.0,0.5774,404,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A5X32-1785180339375.webp
A5X44,"ANGULO 3/16"" X 1 3/4""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A5X44-1785180375717.webp,"3/16"" X 1 3/4""",1.0,0.5774,404,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A5X44-1785180375717.webp
A5X25,"ANGULO 3/16"" X 1""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A5X25-1785180384939.webp,"3/16"" X 1""",1.0,0.5774,404,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A5X25-1785180384939.webp
A5X50,"ANGULO 3/16"" X 2""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A5X50-1785180410495.webp,"3/16"" X 2""",2.0,0.8165,571,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A5X50-1785180410495.webp
A3X38L,"ANGULO 1/8"" X 1 1/2"" LIGERO",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A3X38L-1785153573045.webp,"1/8"" X 1 1/2""",1.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A3X38L-1785153573045.webp
A3X25L,"ANGULO 1/8"" X 1"" LIGERO",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A3X25L-1785179437975.webp,"1/8"" X 1""",1.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/A3X25L-1785179437975.webp
CANALU75-5.3KG/MTS,"CANAL ""U"" 3"" 6.10 m (5.30KG/MTS)",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CANALU75-5-3KG-MTS-1785177907630.webp,"3"" 6.10 MTS",6.1,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CANALU75-5-3KG-MTS-1785177907630.webp
CANALU75,"CANAL ""U"" 3"" 6.10 m (6.03 KG/ML)",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CANALU75-1785177898281.webp,"3"" 6.10 MTS",6.1,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CANALU75-1785177898281.webp
CANALUL,"CANAL ""U"" 4"" 6.10 MTS.(6.70 KG/ML)",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CANALUL-1785177863173.webp,"4"" 6.10 MTS",6.1,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CANALUL-1785177863173.webp
CANALU100,"CANAL ""U"" 4"" 6.10 MTS.(8.19 KG/ML)",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CANALU100-1785177867533.webp,"4"" 6.10 MTS",6.1,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CANALU100-1785177867533.webp
CT13,"CARAMELO 1/2""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CT13-1785178199578.webp,"1/2""",0.5,0.8944,626,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CT13-1785178199578.webp
CT10,"CARAMELO 3/8""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CT10-1785178217808.webp,"3/8""",0.375,0.7746,542,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CT10-1785178217808.webp
CT16,"CARAMELO 5/8""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CT16-1785178288482.webp,"5/8""",0.625,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CT16-1785178288482.webp
CL38,"CUADRADO 1 1/2"" MACIZO",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL38-1785178479145.webp,"1 1/2""",1.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL38-1785178479145.webp
CL32,"CUADRADO 1 1/4"" MACIZO",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL32-1785178484132.webp,"1 1/4""",1.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL32-1785178484132.webp
CL25,"CUADRADO 1"" MACIZO",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL25-1785178472235.webp,"1""",1.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL25-1785178472235.webp
CL50,"CUADRADO 2"" MACIZO",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL50-1785178517108.webp,"2""",2.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL50-1785178517108.webp
CL13,"CUADRADO 1/2""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL13-1785178496977.webp,"1/2""",0.5,0.8165,571,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL13-1785178496977.webp
CL6,"CUADRADO 1/4""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL6-1785178507949.webp,"1/4""",0.25,0.5774,404,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL6-1785178507949.webp
CL19,"CUADRADO 3/4""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL19-1785178521772.webp,"3/4""",0.75,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL19-1785178521772.webp
CL10,"CUADRADO 3/8""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL10-1785178534076.webp,"3/8""",0.375,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL10-1785178534076.webp
CL16,"CUADRADO 5/8""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL16-1785178544242.webp,"5/8""",0.625,0.9129,639,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CL16-1785178544242.webp
