"﻿""proveedor""",codigo,descripcion,categoria,tipo,medidas
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA800FD-AS,CHAPA MOD 800 FIJA D -AS (040667),Herrajes,Herraje de puerta,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA800FI-AS,CHAPA MOD 800 FIJA I -AS (040668),Herrajes,Herraje de puerta,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA800LD-AS,CHAPA MOD 800 LIBRE D -AS,Herrajes,Herraje de puerta,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA800LI,CHAPA MOD 800 LIBRE I,Herrajes,Herraje de puerta,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA800LI-AS,CHAPA MOD 800 LIBRE I -AS,Herrajes,Herraje de puerta,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHAPH900D,CHAPA MOD 900 DER PHILLIPS,Perfiles estructurales,Perfiles estructurales,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA900I,CHAPA MOD 900 IZQ PHILLIPS,Perfiles estructurales,Perfiles estructurales,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA321D,CHAPA PH 321 DC ABG,Herrajes,Herraje de puerta,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA50-LPH,CHAPA PHILLIPS 50-L P/MUEBLE,Perfiles estructurales,Perfiles estructurales,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA715CLD,CHAPA PHILLIPS 715 CLD,Perfiles estructurales,Perfiles estructurales,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA715CLI,CHAPA PHILLIPS 715 CLI,Perfiles estructurales,Perfiles estructurales,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA715IFD,CHAPA PHILLIPS 715 IFD (0359),Perfiles estructurales,Perfiles estructurales,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA715IFI,CHAPA PHILLIPS 715 IFI (0357),Perfiles estructurales,Perfiles estructurales,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA525DC,CHAPA PHILLIPS ALUM. 525 DOBLE CILINDRO,Perfiles estructurales,Perfiles estructurales,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA720IFD,CHAPA TETRA X-720 IFD ABG,Herrajes,Herraje de puerta,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CHA720IFI,CHAPA TETRA X-720 IFI ABG,Herrajes,Herraje de puerta,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CINAIS,CINTA AISLAR NEGRA 18 MTS COHESA(000815)-2229,Pintura y químicos,POR CLASIFICAR,18 MTS
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CINAIS3M-013000,"CINTA AISLAR TEMFLEX 3.4"" X 18 M (3M)(013000)",Pintura y químicos,POR CLASIFICAR,"4"" 18 M 3M"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CINAIS3M,"CINTA AISLAR TEMFLEX 3.4"" X 18 M (3M)(143451)",Pintura y químicos,POR CLASIFICAR,"4"" 18 M 3M"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CINAIST-2229,CINTA DE AISLAR 18 MM X 18 M.TUK(2229),Electrico e iluminacion,Electrico e iluminacion,18 MM 18 M
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CINCAN007061,CINTA EMPACAR CANELA 48MMX50M TUK(007061),Pintura y químicos,POR CLASIFICAR,50M
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CINTRA032211,CINTA EMPACAR TRANSP. 48MMX150M HITOOLS (032211),Pintura y químicos,POR CLASIFICAR,150M
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CINTRA032212,CINTA EMPACAR TRANSP. 72MMX150M HITOOLS (032212),Pintura y químicos,POR CLASIFICAR,150M
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CINPEN10CM,CINTA TAPAGOTERAS PENNSYL. 10 CM. (021202),Pintura y químicos,POR CLASIFICAR,10 CM
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CINPEN5CM,CINTA TAPAGOTERAS PENNSYL. 5 CM.,Pintura y químicos,POR CLASIFICAR,5 CM
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CIZALLAJS3201,CIZALLA P/METAL MAKITA 710 W JS3201(039647),POR CLASIFICAR,POR CLASIFICAR,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CORBOSCH,CORTADORA BOSCH ( GCO2000),Herramienta electrica,Herramienta electrica,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CORMAK,CORTADORA MAKITA(COR2414NB),Herramienta electrica,Herramienta electrica,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",CORMAR,CORTADORA MARAGA,Herramienta electrica,Herramienta electrica,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",DADO,DADO MAGNETICO 3/8 P/TAL,Herramienta manual,Herramienta manual,3/8
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",DFANDG4041/2,"DISCO LAMINADO FANDELI GRANO 40 4 1/2""(046063)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",64814,"DISCO LAMINADO FANDELI GRANO 40 4 1/2""(64814)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",DFANDG6041/2,"DISCO LAMINADO FANDELI GRANO 60 4 1/2""(046064)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",64815,DISCO LAMINADO FANDELI GRANO 60 41/2(64815),Soldadura y abrasivos,Abrasivos / Discos,41/2
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",DFANDG8041/2,"DISCO LAMINADO FANDELI GRANO 80 4 1/2""(046065)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",DMAKITA,"DISCO MAKITA P/CORTE 14"" A.89872",Soldadura y abrasivos,Abrasivos / Discos,"14"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",D006123,"DISCO PFERD 7"" CORTE METAL(006123)",Soldadura y abrasivos,Abrasivos / Discos,"7"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",DA60P,DISCO PFERD A60 4 1/2 ACERO INOX.(004642),Soldadura y abrasivos,Abrasivos / Discos,1/2
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",DA60I,DISCO PFERD A60 4 1/2 ACERO INOX.(020733),Soldadura y abrasivos,Abrasivos / Discos,1/2
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",DA60M,DISCO PFERD A60 4 1/2 CORTE METAL(000959),Soldadura y abrasivos,Abrasivos / Discos,1/2
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",DG40PFERC41/2,"DISCO PFERD GRANO 40 4 1/2"" POLIFAN (031785)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",DG60PFER41/2,"DISCO PFERD GRANO 60 4 1/2""POLIFAN (031628)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",DG80PFER41/2,"DISCO PFERD GRANO 80 4 1/2"" POLIFAN (034338)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",EMVIN5.5NEG,EMPAQUE DE PVC VINILO 545-5.5 PENSYL NEGRO,Lamina y cubiertas,Lamina y cubiertas,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",ESMHP9,"ESMERILADORA DEWALT 9"" (DWE490.B3)",Herramienta electrica,Herramienta electrica,"9"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",ESPPENFOAM,ESPUMA  PENS FOAM AMAR.LATA (030995),Pintura y químicos,POR CLASIFICAR,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",ESPPEFOAM500ML,ESPUMA  PENS FOAM MULTIPOSICION 360° 500M(043291),Pintura y químicos,POR CLASIFICAR,500M
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",ESPPENMULT,ESPUMA MULTIPOSICION 340GR. (043292),Pintura y químicos,POR CLASIFICAR,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",FILTRON95-3M,FILTRO N95 3M (5N11),POR CLASIFICAR,POR CLASIFICAR,3M
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",FLEIRWW5M,FLEXOMETRO IRWIN 5 MTS.,Herramienta manual,Herramienta manual,5 MTS
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",GUCARFELA,GUANTE DE CARNAZA LARGO AFELPADO AZUL (034638),Seguridad (EPP),Seguridad (EPP),
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",GUCARFEL,GUANTE DE CARNAZA LARGO AFELPADO ROJO (037563),Seguridad (EPP),Seguridad (EPP),
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",GUANNITRI,GUANTE NITRILO NEGRO HITOOLS CH.(045553),Seguridad (EPP),Seguridad (EPP),
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",31027,GUANTE NITRILO NEGRO HITOOLS GDE.(031027),Seguridad (EPP),Seguridad (EPP),
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",31026,GUANTE NITRILO NEGRO HITOOLS MED.(031026),Seguridad (EPP),Seguridad (EPP),
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",GUAPUNTON,GUANTE PUNTO NEGRO (006758),Seguridad (EPP),Seguridad (EPP),
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",GUACARC-041623,GUANTES DE CARNAZA CORTO  GRIS ( 041623),Seguridad (EPP),Seguridad (EPP),
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",ADAP039873,JGO. ADAPTADOR MANG. B.D  C/1PNTA.NUM.2(39873),Herramienta manual,Herramienta manual,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",33610,JGO. RIEL CAJON TELESC. 25CM  3601  (33610),Herramienta manual,Herramienta manual,25CM
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",33611,JGO. RIEL CAJON TELESC. 30 CM 3602 (033611),Herramienta manual,Herramienta manual,30 CM
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",15377,JGO. RIEL CAJON TELESC. 35 CM 3603  (015377),Herramienta manual,Herramienta manual,35 CM
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",14512,JGO. RIEL CAJON TELESC. 40 CM 3604 (014512),Herramienta manual,Herramienta manual,40 CM
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",15378,JGO. RIEL CAJON TELESC. 45 CM 3605  (015378),Herramienta manual,Herramienta manual,45 CM
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",15379,JGO. RIEL CAJON TELESC. 50 CM 3606 (015379),Herramienta manual,Herramienta manual,50 CM
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",32833,JGO.BISAGRA OCULTA 90 EASY-ON C/TORN.(032833),Herramienta manual,Herramienta manual,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",LAMFRON,LAMPARA FRONTAL,Electrico e iluminacion,Electrico e iluminacion,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",LENCC003979,LENTE COHESA CLARO  (003979),Seguridad (EPP),Seguridad (EPP),
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",LENCH003980,LENTE COHESA HUMO  (003980),Seguridad (EPP),Seguridad (EPP),
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",LENMICGRIS,LENTE MICA GRIS 3M (11327),Seguridad (EPP),Seguridad (EPP),3M
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",LENCLA25107,LENTE PROTEC. CLARO 25107,Seguridad (EPP),Seguridad (EPP),
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",LENGRIS25110,LENTE PROTEC. GRIS 025110,Seguridad (EPP),Seguridad (EPP),
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",LENSTEELCLA,LENTE STEEL CLARO AL-12(025104),Tuberia y conexiones,Tuberia y conexiones,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",LENSTEELESP,LENTE STEEL ESPEJEADO,Tuberia y conexiones,Tuberia y conexiones,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",LENSTEELESP2,LENTE STEEL ESPEJEADO CLARO(031731),Tuberia y conexiones,Tuberia y conexiones,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",LENSTEELGRIS,LENTE STEEL GRIS ( 025106),Tuberia y conexiones,Tuberia y conexiones,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","LIMABELLO14""","LIMA BASTARDA 14"" BELLOTA",Herramienta manual,Herramienta manual,"14"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",70470,"LLAVE BROQUERO IRWIN 1/4"" - 3/8"" (70470)",Herramienta manual,Herramienta manual,"1/4"" 3/8"" 1/4 3/8"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",19129,LLAVE P/BROQUERO MAKITA (019129),Herramienta manual,Herramienta manual,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",MANDRIL21836,"MANDRIL P/CORTACIRCULOS 1 1/4"" A 6"" MAK. (21836)",Herramienta manual,Herramienta manual,"1 1/4"" 6"" 1/4"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",MANDRILL2,"MANDRIL P/CORTACIRCULOS 1"" 1/4 A 6 """,Herramienta manual,Herramienta manual,"1"" 6 "" 1/4"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",MANDRIL21820,"MANDRIL P/CORTACIRCULOS 9/16"" A 1 1/8"" MAK.(21820)",Herramienta manual,Herramienta manual,"9/16"" 1 1/8"" 9/16 1/8"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",MANDRIL1L,"MANDRIL P/CORTACIRCULOS 9/16"" A 1""3/16",Herramienta manual,Herramienta manual,"9/16"" 1"" 9/16 3/16"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",MANP/LIMA,MANGO P/ LIMA PLASTICA,Herramienta manual,Herramienta manual,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",MASSEN3M,MASCARILLA SENCILLA 3M (9002 M)(037398),Seguridad (EPP),Seguridad (EPP),3M 9002 M
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",PIS-314,MINI PISTOLA DE GRAVEDAD MODELO G-314 (014525),Herramienta manual,Herramienta manual,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",MESM115,"MINIESMERILADORA DE 4 1/2""MAQUITA ( 9554HNG )",Herramienta electrica,Herramienta electrica,"4 1/2"" 1/2"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",NIVMAGSTAN,NIVEL TORPEDO MAGNETICO STANLEY,Herramienta manual,Herramienta manual,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",12098,NIVEL TORPEDO REF.ALUM.MAG.3G 9 BELLOTA(012098),Herramienta manual,Herramienta manual,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",PETEK20GR,PEGAMENTO ADHESIVO TEKBOND 20 GR. (051016),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",PETEKG1,PEGAMENTO ADVO PAQ 3 INST.TEKBOND 1G (051015),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",38461,PEGAMENTO RESISTOL NO MAS CLAVOS 225G(038461),"Alambre, malla y cercas","Alambre, malla y cercas",
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",IRW-0102L3,"PINZA DE PRESION DE 10"" VISE-GRIP (012126)",Herramienta manual,Herramienta manual,"10"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",1905649,"PINZA ELECTRICISTA 8"" IRWIN (1905649)",Herramienta manual,Herramienta manual,"8"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",1905650,"PINZA ELECTRICISTA 9"" IRWIN (1905650)",Herramienta manual,Herramienta manual,"9"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",1905647,"PINZA MECANICA DE 8"" IRWIN  (  1905647)",Herramienta manual,Herramienta manual,"8"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",PISALUM600ML,PISTOLA CALAFAT. DE ALUMINIO P/600 ML. PENSYL,Herramienta manual,Herramienta manual,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",PISG352,PISTOLA DE GRAVEDAD VASO GIT. GONI MOD. 352,Herramienta manual,Herramienta manual,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",2934,"PORTA CANDADO GALVANIZADO 2 1/2"" (002934)",Herramienta manual,Herramienta manual,"2 1/2"" 1/2"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",2936,"PORTA CANDADO GALVANIZADO 3"" (002936)",Herramienta manual,Herramienta manual,"3"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",PROOI3M,PROTECTOR P/OIDOS 3 M (037407),Seguridad EPP,POR CLASIFICAR,3 M
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",7356,RESANADOR AUTOMOTRIZ 2000 1LT/3K R1 RODISA,Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",RESDBL,RESBALON DOBLE BALA LATONADO (012652),"Herrería, forja y herrajes",POR CLASIFICAR,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",RESFACIAL6200,RESPIRADOR MEDIA CARA MEDIANO 6200 3M,Seguridad (EPP),Seguridad (EPP),3M
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",RETFILTRO501-3M,RETENEDOR DE FILTRO 5N11 MOD.501 3M,POR CLASIFICAR,POR CLASIFICAR,3M
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",RUEPLA51MM,"RUEDA GIRATORIA PLANA 2"" INDUS.",Herramienta manual,Herramienta manual,"2"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEPLA2""","RUEDA GIRATORIA PLANA 2"" ROJA HITOOLS (004532)",Herramienta manual,Herramienta manual,"2"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEPLA3""","RUEDA GIRATORIA PLANA 3"" ROJA HITOOLS (004533)",Herramienta manual,Herramienta manual,"3"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEPLA4""","RUEDA GIRATORIA PLANA 4"" ROJA HITOOLS(004534)",Herramienta manual,Herramienta manual,"4"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEDIA6""-57879","RUEDA PARA DIABLO 1BALERO - 6"" (057879)",Herrajes,Rodaja y garrucha,"6"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEDIA6""-5090","RUEDA PARA DIABLO BAL-D 6"" (005090)",Herrajes,Rodaja y garrucha,"6"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEDIA8""-5092","RUEDA PARA DIABLO BAL-D 8"" (005092)",Herrajes,Rodaja y garrucha,"8"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEDIA10""-5093","RUEDA PARA DIABLO BAL-D10"" ( 005093 )",Herrajes,Rodaja y garrucha,"10"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGL8""-10DPP",SEGUETA LENOX (10DPP 810R),Herramienta manual,Herramienta manual,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGL6""-24DPP",SEGUETA LENOX (24DPP 624R),Herramienta manual,Herramienta manual,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGLE6""","SEGUETA LENOX 6"" (18DPP 618R)",Herramienta manual,Herramienta manual,"6"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGL8""-18DPP","SEGUETA LENOX 8"" (18DPP 818R)",Herramienta manual,Herramienta manual,"8"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGLC4""-10DPP","SEGUETA LENOX CALADORA-T MAD.4""(10DPP BIM-450S)",Herramienta manual,Herramienta manual,"4"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGLCT/MET3""5/8-18D","SEGUETA LENOX CALADORA-T MET.3"" 5/8(18D BIM-318S)",Herramienta manual,Herramienta manual,"3"" 5/8"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGLCU/MAD4""-10DPP","SEGUETA LENOX CALADORA-U MAD. 4"" (10DPP BIM-450J )",Herramienta manual,Herramienta manual,"4"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGLCU/MET3""5/8-18D","SEGUETA LENOX CALADORA-U MET.3""5/8(18D BIM-318J)",Herramienta manual,Herramienta manual,"3"" 5/8"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL1""","SIERRA CORTACIRCULOS BIMETAL 1"" (16L-30016)",Herramienta electrica,Herramienta electrica,"1"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL1""1/2","SIERRA CORTACIRCULOS BIMETAL 1""1/2 (24L- 30024)",Herramienta electrica,Herramienta electrica,"1"" 1/2"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL1""1/4","SIERRA CORTACIRCULOS BIMETAL 1""1/4 (20L- 30020)",Herramienta electrica,Herramienta electrica,"1"" 1/4"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICO1""1/4M","SIERRA CORTACIRCULOS BIMETAL 1""1/4 MAK (037849)",Herramienta electrica,Herramienta electrica,"1"" 1/4"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL1""1/8","SIERRA CORTACIRCULOS BIMETAL 1""1/8 (18L- 30018)",Herramienta electrica,Herramienta electrica,"1"" 1/8"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL1""3/4","SIERRA CORTACIRCULOS BIMETAL 1""3/4 (28L- 30028)",Herramienta electrica,Herramienta electrica,"1"" 3/4"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL1""3/8","SIERRA CORTACIRCULOS BIMETAL 1""3/8 (22L- 30022)",Herramienta electrica,Herramienta electrica,"1"" 3/8"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL2""","SIERRA CORTACIRCULOS BIMETAL 2"" (32L-30032)",Herramienta electrica,Herramienta electrica,"2"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL2""1/2","SIERRA CORTACIRCULOS BIMETAL 2""1/2 (40L- 30040)",Herramienta electrica,Herramienta electrica,"2"" 1/2"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL2""1/8","SIERRA CORTACIRCULOS BIMETAL 2""1/8 (34L- 30034 )",Herramienta electrica,Herramienta electrica,"2"" 1/8"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL3""","SIERRA CORTACIRCULOS BIMETAL 3"" (48L 30048)",Herramienta electrica,Herramienta electrica,"3"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICO3""M","SIERRA CORTACIRCULOS BIMETAL 3""MAK (037856)",Herramienta electrica,Herramienta electrica,"3"""
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL7/8""","SIERRA CORTACIRCULOS BIMETAL 7/8"" (14L 30014 )",Herramienta electrica,Herramienta electrica,"7/8"" 7/8"
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SIBCOCAR300,SILICON BLANCO CAR 280 ML,Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SILDUR300ML,SILICON CART. PENS DURETANO 300ML BCO.(013041),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SILDUR300MLG,SILICON CART. PENS DURETANO 300ML GRIS(006684),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SILDUR300MLN,SILICON CART. PENS DURETANO 300ML NEGRO (013218),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SICARHI-BOND280ML,SILICON CART. PENS HI-BOND BCO. 290ML. (030843),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",S1CAMARI300,SILICON CART. PENS MARINO BCO. 300ML. (033582),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SILPOLIRAN300ML,SILICON CART. PENS POLICARBONATO TRANS 300ML035068,Lamina y cubiertas,Lamina y cubiertas,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SICARPENSBCO280,SILICON CART. PENS SILICON BLANCO 280 ML. (012039),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SICARPENS280,SILICON CART. PENS SILICON TRANS. 280 ML.(004461),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SICARPEPE280ML,SILICON CART. PEPE NEGRO 280ML. (011357),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SICARPESELLNEGRO,SILICON CART. PEPE SELLADOR NEGRO 300 ML. (028847),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SIBCOCAR280,SILICON CART. PEPE SILICON BCO. 280ML (025196),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SICARPEPET280ML,SILICON CART. PEPE SILICON TRANS. 280 ML(013269),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SICARSISUG300N,SILICON CART. SISTA  USO GRAL.NEGRO 300 ML,Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SIACRI140ML,SILICON CART.PENS ACRILASTIC 140 ML.(033315),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SICARACRI300ML,SILICON CART.PENS ACRILASTIC BCO. 300 ML.(004459),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SICARACRI300MLCH,SILICON CART.PENS ACRILASTIC CHAMP. 300ML (035806),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SICARACRI300MLN,SILICON CART.PENS ACRILASTIC NEGRO 300 ML (013383),Pintura y quimicos,Pintura y quimicos,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SICARSISAB300,SILICON CART.SISTA ACRILICO BCO. 300ML,Lamina y cubiertas,Lamina y cubiertas,
"FERRETERA CENTRAL DEL GOLFO, S.A DE C.V",SICARSISC300,SILICON CART.SISTA CONSTRUCCION 781 TRANS.300ML,Pintura y quimicos,Pintura y quimicos,
