"fila","proveedor","codigo","descripcion","existencia"
"2652","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","140982","ACEITE MULTIUSOS 100ML (140982) FOY","0"
"2653","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","151226","ACOPLADOR PARA REMOLQUE 2"" SURTEK (151226)","0"
"2654","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","108123","ACOPLADORES RAPIDOS 4 PZA. SURTEK (108123)","0"
"2655","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","PA1","AEROGRAFO PROF. POR GRAVEDAD SURTEK (PA1)","0"
"2656","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES420","AEROSOL 400 ML ROJO. SURTEK (AES420)","24"
"2657","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES427","AEROSOL 400 ML VERDE ECOL. SURTEK (AES427)","24"
"2658","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES425","AEROSOL 400 MLAZUL ORGANICO SURTEK (AES425)","23"
"2659","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AEM402","AEROSOL 400ML ALUMINIO (AEM402)","0"
"2660","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AET301","AEROSOL ALTA TEM. NEGRO 300ML SURTEK (AET301)","0"
"2661","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AET302","AEROSOL ALTA TEMP. ALUMIN. 300ML SURTEK (AET302)","0"
"2662","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AET303","AEROSOL ALTA TEMP. BCO. 300ML SURTEK (AET303)","0"
"2663","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES414","AEROSOL AMARILLO CATERPILLAR 400ML SURTEK (AES414)","12"
"2664","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES313","AEROSOL AZUL CIELO 300ML SURTEK (AES313)","0"
"2665","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES410","AEROSOL BARNIZ 400ML SURTEK (AES410)","0"
"2666","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES411","AEROSOL BARNIZ MATE 400ML.SURTEK(AES411)","0"
"2667","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES408","AEROSOL BLANCO BRILLANTE 400ML SURTEK (AES408)","0"
"2668","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES415","AEROSOL CAFÉ OCRE 400ML SURTEK (AES415)","0"
"2669","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AEF401","AEROSOL FLOURES. AMARILLO SURTEK AEF401","0"
"2670","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AEF403","AEROSOL FLUORES. ROSA 400ML SURTEK (AEF403)","33"
"2671","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AEF405","AEROSOL FLUORES. VERDE 400ML SURTEK (AEF405)","34"
"2672","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES406","AEROSOL GRIS ACERO 400ML SURTEK (AES406)","0"
"2673","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES304","AEROSOL GRIS CLARO 300 ML SURTEK (AES304)","0"
"2674","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES407","AEROSOL GRIS CLARO 400ML SURTEK (AES407)","0"
"2675","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES404","AEROSOL GRIS MAQUINARIA 400ML SURTEK (AES404)","0"
"2676","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AEM407","AEROSOL MET. AZUL 400ML SURTEK (AEM407)","0"
"2677","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AEM401","AEROSOL MET. NEGRO 400ML SURTEK (AEM401)","0"
"2678","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AEM303","AEROSOL MET. ORO 300ML SURTEK (AEM303)","0"
"2679","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AEM403","AEROSOL MET.CROMO 400ML SURTEK (AEM403)","7"
"2680","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AEM404","AEROSOL MET.ORO 400ML SURTEK (AEM404)","0"
"2681","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AEM406","AEROSOL MET.ROJO 400ML SURTEK (AEM406)","0"
"2682","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES401","AEROSOL NEGRO BRILLANTE 400ML SURTEK (AES401)","0"
"2683","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES403","AEROSOL NEGRO MATE 400 ML SURTEK (AES403)","0"
"2684","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES402","AEROSOL NEGRO SATINADO 400 ML SURTEK (AES402)","0"
"2685","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AES423","AEROSOL ZUL CIELO 400ML SURTEK (AES423)","17"
"2686","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AEM301","AERSOL MET. ALUMINIO 300 ML SURTEK (AEM301)","0"
"2687","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137430","AMORTIGUADOR IMPACTO CUERDA (137430)","0"
"2689","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","ARC17N","ARCO P/SEGUETA SURTEK (17N)","0"
"2690","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","ARC17T","ARCO P/SEGUETA TUBULAR SURTEK (17T)","0"
"2691","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137442","ARNES PARA SUSPENSIÓN UNITALLA SURTEK (137442)","0"
"2692","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137441","ARNES SEG D/ POSICION UNITALLA ( 137441 )","0"
"2693","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","AS510A","ASPIRADORA 10 GAL 4HP 120V SURTEK (AS510A)","0"
"2694","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137079","BANCO P/MECAN. ACOLCH. 770 MM (137079)","5"
"2695","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137620","BARBOQUEJO CON BARBILLA PVC SURTEK (137620)","4"
"2696","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BAF150","BARRETA HEX. 1"" X 1,50 MTS SURTEK (BAF150)","0"
"2697","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","151227","BOLA PARA REMOLQUE 2X1X2-1/8""  SURTEK (151227)","0"
"2698","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","114200","BOLSA CINCHO PLASTICO 100 PZAS SURTEK 114200","0"
"2699","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","114204","BOLSA CINCHO PLASTICO 50 PZAS SURTEK 114204","0"
"2700","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","114208","BOLSA CINCHO PLASTICO 50 PZAS SURTEK 114208","0"
"2701","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","114210","BOLSA CINCHO PLASTICO 50 PZAS SURTEK 114210","0"
"2702","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","114214","BOLSA CINCHO PLASTICO BCO 25 PZAS SURTEK 114214","0"
"2703","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","114203","BOLSA CINCHO PLASTICO NGO 100 PZAS SURTEK 114203","0"
"2704","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","114215","BOLSA CINCHO PLASTICO NGO 25 PZAS SURTEK 114215","0"
"2705","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","114205","BOLSA CINCHO PLASTICO NGO 50 PZAS SURTEK 114205","0"
"2706","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","114209","BOLSA CINCHO PLASTICO NGO 50 PZAS SURTEK 114209","0"
"2707","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","114211","BOLSA CINCHO PLASTICO NGO 50 PZAS SURTEK 114211","0"
"2708","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","114213","BOLSA CINCHO PLASTICO NGO 50 PZAS SURTEK 114213","0"
"2709","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BSR3/4","BROCA COBALTO ALT.VEL.3/4"" SURTEK(BSR3/4)","0"
"2710","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BSR5/8","BROCA COBALTO ALT.VEL.5/8"" SURTEK(BSR5/8)","0"
"2711","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BCO1/2","BROCA COBALTO U/IND. 1/2 URREA (BCO1/2)","0"
"2712","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BCO1/4","BROCA COBALTO U/IND. 1/4 URREA (BCO1/4)","0"
"2713","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BCO1/8","BROCA COBALTO U/IND. 1/8 URREA (BCO1/8)","0"
"2714","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BCO3/16","BROCA COBALTO U/IND. 3/16 URREA (BCO3/16)","0"
"2715","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BCO3/8","BROCA COBALTO U/IND. 3/8 URREA (BCO3/8)","0"
"2716","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BCO5/16","BROCA COBALTO U/IND. 5/16 URREA (BCO5/16)","0"
"2717","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BSR1","BROCA COBALTO U/PROF. REDUC.1"" SURTEK (BSR1)","0"
"2718","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROESC119374","BROCA ESCALONADA 1/4"" A 1 3/8"" (119374)","0"
"2719","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROESC119372","BROCA ESCALONADA 1/4"" A 3/4"" (119372)","0"
"2720","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROESC119370","BROCA ESCALONADA 1/8"" A 1/2"" (119370)","1"
"2721","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROESC119373","BROCA ESCALONADA 3/16"" A 7/8"" (119373)","0"
"2722","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119173","BROCA P/CONCRETO 1"" X 12"" (119173)","0"
"2723","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119164","BROCA P/CONCRETO 1/2"" X 12"" (119164)","0"
"2724","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119163","BROCA P/CONCRETO 1/2"" X 6"" (119163)","0"
"2725","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119158","BROCA P/CONCRETO 1/4"" X 12"" (119158)","0"
"2726","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119156","BROCA P/CONCRETO 1/4"" X 4"" (119156)","0"
"2727","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119157","BROCA P/CONCRETO 1/4"" X 6"" (119157)","0"
"2728","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119154","BROCA P/CONCRETO 3/16"" X 6"" (119154)","0"
"2729","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119168","BROCA P/CONCRETO 3/4"" X 12"" (119168)","0"
"2730","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119167","BROCA P/CONCRETO 3/4"" X 6"" (119167)","0"
"2731","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119162","BROCA P/CONCRETO 3/8"" X 12"" (119162)","0"
"2732","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119161","BROCA P/CONCRETO 3/8"" X 6"" (119161)","0"
"2733","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119159","BROCA P/CONCRETO 5/16"" X 4"" (119159)","0"
"2734","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119170","BROCA P/CONCRETO 5/16"" X 6"" (119170)","0"
"2735","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119166","BROCA P/CONCRETO 5/8"" X 12"" (119166)","0"
"2736","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119165","BROCA P/CONCRETO 5/8"" X 6"" (119165)","0"
"2737","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119171","BROCA P/CONCRETO 7/8"" X 6"" (119171)","0"
"2738","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BSDS1/2X12","BROCA P/CONCRETO SDS URREA 1/2"" X 12"" (BSDS1/2X12)","0"
"2739","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BSDS1/2X6","BROCA P/CONCRETO SDS URREA 1/2"" X 6"" (BSDS1/2X6)","0"
"2740","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BSDS3/8X12","BROCA P/CONCRETO SDS URREA 3/8"" X 12"" (BSDS3/8X12)","0"
"2741","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BSDS3/8X6","BROCA P/CONCRETO SDS URREA 3/8"" X 6"" (BSDS3/8X6)","0"
"2743","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BSDS5/8X12","BROCA P/CONCRETO SDS URREA 5/8"" X 12"" (BSDS5/8X12)","0"
"2744","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BSDS5/8X6","BROCA P/CONCRETO SDS URREA 5/8"" X 6"" (BSDS5/8X6)","0"
"2745","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BCN3812","BROCA P/CONCRETO URREA 3/8"" X 12"" (BCN3812)","0"
"2746","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BCN386","BROCA P/CONCRETO URREA 3/8"" X 6"" (BCN386)","0"
"2747","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BCN51612","BROCA P/CONCRETO URREA 5/16"" X 12"" (BCN51612)","0"
"2748","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BCN5166","BROCA P/CONCRETO URREA 5/16"" X 6"" (BCN5166)","0"
"2749","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BCN586","BROCA P/CONCRETO URREA 5/8"" X 6"" (BCN586)","0"
"2750","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON1X12","BROCA PARA CONCRETO 1"" X 12"" (119221)SDS","0"
"2751","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON1/2X12","BROCA PARA CONCRETO 1/2"" X 12"" (119214)SDS","0"
"2752","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON1/2X6","BROCA PARA CONCRETO 1/2"" X 6""  (119213)SDS","0"
"2753","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON1/4X12","BROCA PARA CONCRETO 1/4"" X 12"" (119206)SDS","0"
"2754","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON1/4X4","BROCA PARA CONCRETO 1/4"" X 4""(119204)SDS","0"
"2755","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON1/4X6","BROCA PARA CONCRETO 1/4"" X 6 ""(119205)SDS","0"
"2756","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON3/4X12","BROCA PARA CONCRETO 3/4"" X 12"" (119219)SDS","0"
"2757","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON3/4X6","BROCA PARA CONCRETO 3/4"" X 6"" (119218)SDS","0"
"2758","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON3/8X12","BROCA PARA CONCRETO 3/8"" X 12"" (119211)SDS","0"
"2759","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON3/8X18","BROCA PARA CONCRETO 3/8"" X 18"" (119212)SDS","0"
"2760","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON3/8X6","BROCA PARA CONCRETO 3/8"" X 6""(119210)SDS","0"
"2761","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BRO119160","BROCA PARA CONCRETO 5/16"" X 12"" (119160)","0"
"2762","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON5/16X12","BROCA PARA CONCRETO 5/16"" X 12""(119209)SDS","0"
"2763","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON5/16X6","BROCA PARA CONCRETO 5/16"" X 6 (119208)SDS","0"
"2764","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON5/8X12","BROCA PARA CONCRETO 5/8"" X 12""(119217)SDS","0"
"2765","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON5/8X6","BROCA PARA CONCRETO 5/8"" X 6"" (119216)SDS","0"
"2766","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BROCON7/8X12","BROCA PARA CONCRETO 7/8"" X 12"" (119220)","0"
"2767","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","BR1405","BROCA ROUTER 1/4 MED CAÑ 3/8 URREA(BR1405)","0"
"2768","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","119270","BROCA ROUTER DE 1 1/2"" X 3/4"" SURTEK (119270)","0"
"2769","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","119263","BROCA ROUTER REBAJ. 1/2"" A 1 1/4"" SURTEK (119263)","0"
"2770","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","142652","BROCHA MANGO PLASTICO 1 1/2"" FOY (142652)","0"
"2771","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","123312","BROCHA MANGO PLASTICO 1 1/2"" SURTEK (123312)","0"
"2772","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","142651","BROCHA MANGO PLASTICO 1"" FOY (142651)","0"
"2773","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","123311","BROCHA MANGO PLASTICO 1"" SURTEK (123311)","0"
"2774","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","142650","BROCHA MANGO PLASTICO 1/2"" FOY (142650)","0"
"2775","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","123314","BROCHA MANGO PLASTICO 2 1/2 SURTEK (123314)","0"
"2776","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","142654","BROCHA MANGO PLASTICO 2 1/2""  FOY (142654)","0"
"2777","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","142653","BROCHA MANGO PLASTICO 2"" FOY (142653)","0"
"2778","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","123313","BROCHA MANGO PLASTICO 2"" SURTEK (123313)","0"
"2779","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","142655","BROCHA MANGO PLASTICO 3"" FOY (142655)","0"
"2780","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","142656","BROCHA MANGO PLASTICO 4"" FOY(142656)","0"
"2781","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","142658","BROCHA MANGO PLASTICO 6""FOY (142658)","0"
"2782","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","107344","CABLE PASACORRIENTE CAL.18 3 MTS (107344)","0"
"2783","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","136935","CABLE SURTEK 2 X 12 USO RUDO (136935)","0"
"2784","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","136936","CABLE SURTEK 3 X 12 USO RUDO (136936)","0"
"2785","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","136938","CABLE SURTEK 3 X 14 USO RUDO 220V,15AMP(136938)","0"
"2786","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","150826","CADENA GRADO 70 C/GANCHO 3/8"" (150826)","1"
"2787","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CPU19P","CAJA PLASTICA BROCH 19 X 10"" ( CPU19P )","0"
"2788","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CPS17","CAJA PLASTICA NEGRA SURTEK (CPS17)","0"
"2789","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CPS19P","CAJA PLASTICA NEGRA SURTEK (CPS19P)","0"
"2790","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CPS17K","CAJA PLASTICA ROSA SURTEK (CPS17K)","0"
"2791","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137657","CAPUCHA DE MEZCLILLA SURTEK (137657)","0"
"2792","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CARCIOND4","CARDA CIRCULAR LATON OND. 4"" (123249)","0"
"2793","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C546","CARDA CIRCULAR OND. 1 1/2 X 0.17MM 1/4"" (C546)","0"
"2794","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C563","CARDA CIRCULAR OND. 3X 0.30MM 1/4 (C563)","0"
"2795","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C564","CARDA CIRCULAR OND. 4X 0.30MM 1/4 (C564)","0"
"2797","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C542","CARDA CIRCULAR ONDULADA 6 X 0.35MM 1 1/4"" (C542)","0"
"2798","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CAR123245","CARDA CIRCULAR SURTEK 1/4 X 1 1/2"" (123245)","0"
"2799","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C536","CARDA CIRCULAR TRENZADA 6 X 0.51MM 5/8"" (C536)","0"
"2800","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C527","CARDA CIRCULAR TRENZADA 6X0.5MM 5/8"" (C527)","0"
"2801","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C504","CARDA COPA OND.5""X0.35 MM 5/8 (C504)","0"
"2802","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C572","CARDA COPA ONDULADA 1 3/4 X 0.17MM 1/4"" (C572)","0"
"2803","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C578","CARDA COPA ONDULADA 1 3/4 X 0.30MM 1/4"" (C578)","0"
"2804","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C580","CARDA COPA ONDULADA 2 3/4 X 0.30MM 1/4"" (C580)","0"
"2805","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C500","CARDA COPA ONDULADA 3 X 0.35MM 5/8"" (C500)","0"
"2806","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C501","CARDA COPA ONDULADA 3 X 0.35MM M14 (C501)","0"
"2807","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CARCO123229","CARDA COPA ONDULADA 3""X.35 RM14(123229)","0"
"2808","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C502","CARDA COPA ONDULADA 4"" X 0.35MM 5/8"" (C502)","0"
"2809","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CARCOOND3","CARDA COPA ONDULADO 3"" X 5/8"" (123228)","0"
"2810","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C516","CARDA COPA TR. 5""X0.35MM 5/8 (C516)","0"
"2811","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C512","CARDA COPA TRENZ. 3X 0.35MM 5/8""(C512)","0"
"2812","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C513","CARDA COPA TRENZ. 3X 0.35MM M14(C513)","0"
"2813","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C514","CARDA COPA TRENZ. 4X 0.35MM 5/8""(C514)","0"
"2814","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","C515","CARDA COPA TRENZ. 4X 0.35MM M1 (C515)","0"
"2815","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CARCOTRE3-123237","CARDA COPA TRENZADA 3""  14 MM  (123237)","0"
"2816","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CARCOTRE3","CARDA COPA TRENZADA 3"" X 5/8""  (123236)","0"
"2817","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CARCOTRE4","CARDA COPA TRENZADA 4""X1 1/8"" (123239)","0"
"2818","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CARCOTRE4-(123238)","CARDA COPA TRENZADA 4""X1 1/8""X.35MM (123238)","0"
"2819","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CARCOTRE5-14MM","CARDA COPA TRENZADA 5""X 14MM   (123241)","0"
"2820","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CARCOTRE5","CARDA COPA TRENZADA 5""X5/8""  (123240)","0"
"2821","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CAR123221","CARDA ESMERIL P/BANCO 6 X 1 3/16 (123221)","0"
"2822","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CARTAL6X44","CARDA P/TALADRO 1 3/4""X1/4""X2 3/32(123252)","0"
"2823","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","123254","CARDA P/TALADRO 1/4"" X 1 3/4"" 17MM SURTEK (123254)","0"
"2824","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CARTAL6X70","CARDA P/TALADRO 2 3/4""X1/4""X25/32 (123253)","0"
"2825","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CARTAL6X75","CARDA P/TALADRO 3""X1/4""X5/8"" (123251)","0"
"2826","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CAR123224","CARDA TRENZADA 6""X .55MM (123224)","0"
"2827","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CAR123225","CARDA TRENZADA 6""X.51MMX3/4"" (123225)","0"
"2828","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","USCS6","CARETA ELECT. P/SOLD.LENTE AMPLIO URREA(USCS6)","0"
"2829","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","USCS5","CARETA ELECT.P/SOLD.DIS SOLFIB URREA(USCS5)","0"
"2830","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137331","CARETA P/SOLDAR VISION AMPLIA SURTEK (137331)","0"
"2831","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","RC03","CARTUCHO P/REP PINT AEROSOL RC03","0"
"2832","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137354","CARTUCHO RESPIRADOR DE POLVO SURTEK (137354)","0"
"2833","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137355","CARTUCHO RESPIRADOR PINTURA SURTEK (137355)","0"
"2834","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","USH01Y","CASCO AJUSTE MAT. AMARILLO (USH01Y)","6"
"2835","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CASA","CASCO SEG AJUST INT 4 PTOS AMAR(CASA)","0"
"2836","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137308","CASCO SEGURIDAD AMARILLO SURTEK (137308)","0"
"2837","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CEPALM","CEPILLO DE ALAMBRE (4X16)123260","0"
"2838","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","CEPALM123261","CEPILLO DE ALAMBRE (4X16)123261","0"
"2839","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","123262","CEPILLO DE ALAMBRE SIN MANGO 6X19 SURTEK (123262)","0"
"2840","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137549","CHALECO AV SUPERIOR AMAR. SURTEK (137549)","4"
"2841","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137592","CHALECO AV SUPERIOR AZUL SURTEK (137592)","0"
"2842","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137548","CHALECO AV SUPERIOR NARAN. SURTEK (137548)","2"
"2843","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137376","CHALECO MALLA CORREA AJUST. NAR. SURTEK (137376)","2"
"2844","URREA HERRAMIENTAS PROFESIONALES S.A DE C.V","137496","CHALECO SEG.NARANJA UNIT(137496)","6"
